Risk_Category,Issue_Type,Ward,City,State,Date,Year,Month,Day_of_Week,Risk_Level,Area_Type,Event_Type,Season,Complaint_Count,Population_Affected,Latitude,Longitude,Complaint_adj,Log_Complaint,Complaint_Per_1000,Pop_log,Day_num,Is_Weekend,Season_num,Quarter,Week_of_Year,Is_Festival,Is_Tourist,Month_sin,Month_cos,C_x_Season,C_x_Weekend,C_x_Festival,C_x_Tourist,Pop_x_C,C_x_Month,C_x_Quarter,C_x_Lat,C_x_Year,Year_norm,Lat_x_Lon,Pop_density,Risk_Category_enc,Issue_Type_enc,Ward_enc,City_enc,State_enc,Area_Type_enc,Event_Type_enc,Risk_Level_enc
Festival Crowd Waste Risk,Crowd Management,Ward_27,Pathanamthitta,Kerala,2017-11-08,2017,11,Wednesday,Critical,Temple,No_Event,Summer,471.0,225136.0,9.2648,76.787,476.3,6.168145224011851,2.1156,12.32446438477782,2,0,0,4,45,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,476.3,476.3,76.01908613347146,5239.3,1905.2,4412.82424,952.6,2,711.4161976,471.6865702912214,0,0,19,11,5,4,1,0
Weekend Market Congestion Risk,Solid Waste,Ward_1,Ahmedabad,Gujarat,2021-07-10,2021,7,Saturday,Low,Commercial,Tourist,Winter,71.0,250616.0,23.0225,72.5714,71.2,4.279440045898781,0.2841,12.431681156334008,5,1,2,3,27,0,0,-0.4999999999999997,-0.8660254037844388,142.4,71.2,0.0,0.0,53.20063417826102,498.4,213.6,1639.2020000000002,427.2000000000001,6,1670.7750565,3471.135734072022,4,3,0,0,2,0,3,2
Tourist Season Sanitation Risk,Traffic,Ward_33,Chennai,Tamil Nadu,2017-02-05,2017,2,Sunday,Critical,Temple,Public Event,Winter,571.0,384249.0,13.0827,80.2707,579.1,6.363200502472019,1.5071,12.859048661400845,6,1,2,1,5,0,1,0.8660254037844386,0.5000000000000001,1158.2,579.1,0.0,579.1,81.82470490353798,1158.2,579.1,7576.191570000001,1158.2,2,1050.1574868900002,662.3840717117738,3,4,26,2,9,4,2,0
Public Event & Gathering Risk,Traffic,Ward_43,Shimla,Himachal Pradesh,2016-08-12,2016,8,Friday,Low,Commercial,Weekend,Monsoon,121.0,101567.0,31.1048,77.1734,128.1,4.860587297852597,1.2612,11.52848380388608,4,0,1,3,32,1,0,-0.8660254037844384,-0.5000000000000004,128.1,0.0,128.1,0.0,56.03520194066807,1024.8,384.3,3984.52488,128.1,1,2400.46317232,786.7312161115415,1,4,37,14,3,0,4,2
Festival Crowd Waste Risk,Solid Waste,Ward_13,Pune,Maharashtra,2024-12-05,2024,12,Thursday,Medium,Commercial,Public Event,Monsoon,188.0,689212.0,18.5204,73.8567,183.8,5.219274159207584,0.2667,13.443305645907234,3,0,1,4,49,1,1,-2.4492935982947064e-16,1.0,183.8,0.0,183.8,183.8,70.16429777201304,2205.6000000000004,735.2,3404.04952,1654.2,9,1367.85562668,3729.502164502164,0,3,4,13,7,0,2,3
Summer Water Service Risk,Sanitation,Ward_38,Panaji,Goa,2020-08-18,2020,8,Tuesday,Medium,Temple,Public Event,Monsoon,227.0,719751.0,15.4909,73.8278,220.1,5.3986150878634005,0.3058,13.48666198721318,1,0,1,3,34,1,0,-0.8660254037844384,-0.5000000000000004,220.1,0.0,220.1,0.0,72.80929688908287,1760.8,660.3,3409.54709,1100.5,5,1143.6590670199998,3255.3188602442333,2,2,31,10,1,4,2,3
Public Event & Gathering Risk,Water Supply,Ward_13,Pathanamthitta,Kerala,2018-09-14,2018,9,Friday,High,Temple,No_Event,Summer,356.0,511357.0,9.2648,76.787,357.2,5.881091489626612,0.6985,13.14482521097342,4,0,0,3,37,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,357.2,0.0,77.30591968088511,3214.8,1071.6,3309.3865599999995,1071.6,3,711.4161976,1427.5739810161922,1,5,4,11,5,4,1,1
Festival Crowd Waste Risk,Solid Waste,Ward_31,Pathanamthitta,Kerala,2017-03-04,2017,3,Saturday,Medium,Residential,Tourist,Winter,228.0,558155.0,9.2648,76.787,246.6,5.511814540810441,0.4418,13.23239377218354,5,1,2,1,9,1,1,1.0,6.123233995736766e-17,493.2,246.6,246.6,246.6,72.93450040325077,739.8,246.6,2284.69968,493.2,2,711.4161976,2254.260904684976,0,3,24,11,5,3,3,3
Public Event & Gathering Risk,Public Safety,Ward_38,Pune,Maharashtra,2020-11-12,2020,11,Thursday,Low,Tourist,Tourist,Monsoon,99.0,376404.0,18.5204,73.8567,84.1,4.443827035579329,0.2234,12.838420970345837,3,0,1,4,46,1,1,-0.5000000000000004,0.8660254037844384,84.1,0.0,84.1,84.1,57.05172220217142,925.1,336.4,1557.5656399999998,420.5,5,1367.85562668,4423.078730904818,1,1,31,13,7,5,3,2
Tourist Season Sanitation Risk,Traffic,Ward_34,Hyderabad,Telangana,2018-07-31,2018,7,Tuesday,Critical,Commercial,No_Event,Monsoon,517.0,601539.0,17.385,78.4867,499.4,6.215407778592756,0.8302,13.307248312601445,1,0,1,3,31,0,0,-0.4999999999999997,-0.8660254037844388,499.4,0.0,0.0,0.0,82.70997467380835,3495.8,1498.1999999999998,8682.069,1498.1999999999998,3,1364.4912795,1202.1163069544366,3,4,27,4,10,0,1,0
Summer Water Service Risk,Public Safety,Ward_18,Jaipur,Rajasthan,2023-05-16,2023,5,Tuesday,Critical,Event Ground,Public Event,Summer,502.0,735850.0,26.9124,75.7873,504.0,6.22455842927536,0.6849,13.508782931563951,1,0,0,2,20,0,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,84.08620866591751,2520.0,1008.0,13563.8496,4032.0,8,2039.61813252,1457.1287128712872,2,1,9,6,8,1,2,0
Public Event & Gathering Risk,Sanitation,Ward_25,Delhi,Delhi,2020-07-01,2020,7,Wednesday,Medium,Event Ground,Weekend,Summer,158.0,373029.0,28.6139,77.209,158.6,5.072670685015709,0.4252,12.82941412434614,2,0,0,3,27,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,65.07939293449715,1110.2,475.8,4538.16454,793.0,5,2209.2506051,2337.2744360902257,1,2,17,3,0,1,4,3
Weekend Market Congestion Risk,Solid Waste,Ward_22,Hyderabad,Telangana,2019-03-12,2019,3,Tuesday,High,Market,Tourist,Summer,324.0,490721.0,17.385,78.4867,326.1,5.790265934544339,0.6645,13.103633054983725,1,0,0,1,11,1,1,1.0,6.123233995736766e-17,0.0,0.0,326.1,326.1,75.87352009704142,978.3,326.1,5669.248500000001,1304.4,4,1364.4912795,1500.2170590033627,4,3,14,4,10,2,3,1
Festival Crowd Waste Risk,Crowd Management,Ward_29,Mumbai,Maharashtra,2016-03-29,2016,3,Tuesday,High,Temple,Public Event,Winter,334.0,502584.0,19.076,72.8777,336.9,5.822749993720244,0.6703,13.12752005883926,1,0,2,1,13,1,1,1.0,6.123233995736766e-17,673.8,0.0,336.9,336.9,76.43826734016868,1010.7,336.9,6426.7044,336.9,1,1390.2150052000002,1487.3749630068069,0,0,21,9,7,4,2,1
Public Event & Gathering Risk,Water Supply,Ward_16,Prayagraj,Uttar Pradesh,2018-07-23,2018,7,Monday,Medium,Event Ground,Public Event,Winter,206.0,770500.0,25.4358,81.8463,203.3,5.319589501823576,0.2639,13.5547962316,0,0,2,3,30,0,0,-0.4999999999999997,-0.8660254037844388,406.6,0.0,0.0,0.0,72.10595173297713,1423.1,609.9000000000001,5171.09814,609.9000000000001,3,2081.82611754,3771.41458639256,1,5,7,12,11,1,2,3
Festival Crowd Waste Risk,Solid Waste,Ward_8,Chennai,Tamil Nadu,2024-01-15,2024,1,Monday,Medium,Event Ground,No_Event,Summer,165.0,661962.0,13.0827,80.2707,182.9,5.214392131610276,0.2763,13.4029649421185,0,0,0,1,3,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,182.9,182.9,69.8883149344311,182.9,182.9,2392.82583,1646.1,9,1050.1574868900002,3599.575856443719,0,3,48,2,9,1,1,3
Tourist Season Sanitation Risk,Traffic,Ward_50,Chennai,Tamil Nadu,2023-12-02,2023,12,Saturday,Medium,Event Ground,Tourist,Monsoon,185.0,307534.0,13.0827,80.2707,165.8,5.116795489924646,0.5391,12.636344180889786,5,1,1,4,48,1,1,-2.4492935982947064e-16,1.0,165.8,165.8,165.8,165.8,64.6575889139124,1989.6,663.2,2169.1116600000005,1326.4,8,1050.1574868900002,1843.7290167865704,3,4,45,2,9,1,3,3
Summer Water Service Risk,Public Safety,Ward_46,Chennai,Tamil Nadu,2016-11-03,2016,11,Thursday,Critical,Market,No_Event,Winter,493.0,213774.0,13.0827,80.2707,483.1,6.182291496945648,2.2599,12.272679339024156,3,0,2,4,44,1,1,-0.5000000000000004,0.8660254037844384,966.2,0.0,483.1,483.1,75.87328112238959,5314.1,1932.4,6320.252370000001,483.1,1,1050.1574868900002,441.5905804585829,2,1,40,2,9,2,1,0
Weekend Market Congestion Risk,Solid Waste,Ward_2,Mumbai,Maharashtra,2023-02-22,2023,2,Wednesday,Critical,Market,No_Event,Summer,520.0,688054.0,19.076,72.8777,518.8,6.25344412220739,0.754,13.441624055580766,2,0,0,1,8,0,1,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,518.8,84.056444943293,1037.6,518.8,9896.6288,4150.4,8,1390.2150052000002,1323.6898807233551,4,3,11,9,7,2,1,0
Public Event & Gathering Risk,Solid Waste,Ward_17,Pune,Maharashtra,2022-12-03,2022,12,Saturday,High,Event Ground,Public Event,Winter,380.0,451884.0,18.5204,73.8567,360.3,5.889708638153595,0.7973,13.021183001664133,5,1,2,4,48,1,1,-2.4492935982947064e-16,1.0,720.6,360.3,360.3,360.3,76.69097400387999,4323.6,1441.2,6672.900119999999,2522.1,7,1367.85562668,1250.716855798505,1,3,8,13,7,1,2,1
Summer Water Service Risk,Public Safety,Ward_27,Indore,Madhya Pradesh,2020-08-07,2020,8,Friday,Critical,Tourist,Festival,Summer,474.0,635939.0,22.7196,75.8577,471.9,6.15888394964983,0.7421,13.362859498249357,4,0,0,3,32,1,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,471.9,0.0,82.30030088519374,3775.2,1415.6999999999998,10721.37924,2359.5,5,1723.4566009199998,1344.7642207654897,2,1,19,5,6,5,0,0
Public Event & Gathering Risk,Solid Waste,Ward_12,Shimla,Himachal Pradesh,2021-10-09,2021,10,Saturday,Low,Temple,Festival,Summer,123.0,474414.0,31.1048,77.1734,142.9,4.969118613893322,0.3012,13.0698377450528,5,1,0,4,40,1,0,-0.8660254037844386,0.5000000000000001,0.0,142.9,142.9,0.0,64.94557401950739,1429.0,571.6,4444.87592,857.4000000000001,6,2400.46317232,3296.831132731063,1,3,3,14,3,4,0,2
Tourist Season Sanitation Risk,Water Supply,Ward_33,Prayagraj,Uttar Pradesh,2020-08-12,2020,8,Wednesday,Critical,Commercial,Festival,Summer,578.0,572622.0,25.4358,81.8463,578.3,6.361820478102579,1.0099,13.257982838495758,2,0,0,3,33,1,0,-0.8660254037844384,-0.5000000000000004,0.0,0.0,578.3,0.0,84.34490672027486,4626.4,1734.9,14709.52314,2891.5,5,2081.82611754,988.47229414811,3,5,26,12,11,0,0,0
Festival Crowd Waste Risk,Public Safety,Ward_49,Jaipur,Rajasthan,2020-12-27,2020,12,Sunday,Critical,Tourist,Festival,Winter,493.0,293420.0,26.9124,75.7873,495.8,6.208187530619269,1.6897,12.589363716771803,6,1,2,4,52,1,1,-2.4492935982947064e-16,1.0,991.6,495.8,495.8,495.8,78.15713084489336,5949.6,1983.2,13343.167920000002,2479.0,5,2039.61813252,590.6199677938808,0,1,43,6,8,5,0,0
Weekend Market Congestion Risk,Sanitation,Ward_47,Chennai,Tamil Nadu,2023-12-29,2023,12,Friday,Medium,Event Ground,Public Event,Summer,219.0,224884.0,13.0827,80.2707,203.9,5.322522055244854,0.9067,12.323344439413638,4,0,0,4,52,1,1,-2.4492935982947064e-16,1.0,0.0,0.0,203.9,203.9,65.59127257315812,2446.8,815.6,2667.56253,1631.2,8,1050.1574868900002,1097.530502684236,4,2,41,2,9,1,2,3
Tourist Season Sanitation Risk,Sanitation,Ward_32,Kochi,Kerala,2022-12-06,2022,12,Tuesday,High,Tourist,Festival,Monsoon,373.0,325111.0,9.9312,76.2673,365.6,5.904271335405605,1.1245,12.691925017330249,1,0,1,4,49,1,1,-2.4492935982947064e-16,1.0,365.6,0.0,365.6,365.6,74.93656907094027,4387.200000000001,1462.4,3630.846720000001,2559.2000000000003,7,757.4258097600001,886.8276050190943,3,2,25,7,5,5,0,1
Weekend Market Congestion Risk,Sanitation,Ward_20,Ahmedabad,Gujarat,2022-12-17,2022,12,Saturday,Medium,Event Ground,Tourist,Monsoon,228.0,116043.0,23.0225,72.5714,223.5,5.413875707182309,1.926,11.661724708513349,5,1,1,4,50,1,1,-2.4492935982947064e-16,1.0,223.5,223.5,223.5,223.5,63.1351281032681,2682.0,894.0,5145.52875,1564.5,7,1670.7750565,516.8953229398663,4,2,12,0,2,1,3,3
Summer Water Service Risk,Traffic,Ward_34,Bengaluru,Karnataka,2024-02-10,2024,2,Saturday,Medium,Temple,No_Event,Monsoon,234.0,794694.0,12.9716,77.5946,230.2,5.443283136798223,0.2897,13.585713672226085,5,1,1,1,6,0,1,0.8660254037844386,0.5000000000000001,230.2,230.2,0.0,230.2,73.95088613339729,460.4,230.2,2986.06232,2071.8,9,1006.52611336,3437.257785467128,2,4,27,1,4,4,1,3
Festival Crowd Waste Risk,Traffic,Ward_11,Pune,Maharashtra,2024-08-28,2024,8,Wednesday,Critical,Event Ground,Public Event,Monsoon,504.0,107467.0,18.5204,73.8567,519.4,6.25459774663835,4.8331,11.584948407817423,2,0,1,3,35,1,0,-0.8660254037844384,-0.5000000000000004,519.4,0.0,519.4,0.0,72.45919220645641,4155.2,1558.1999999999998,9619.495759999998,4674.599999999999,9,1367.85562668,206.5084550345888,0,4,2,13,7,1,2,0
Public Event & Gathering Risk,Crowd Management,Ward_37,Thiruvananthapuram,Kerala,2020-04-19,2020,4,Sunday,Medium,Residential,Tourist,Summer,232.0,784903.0,8.5241,76.9366,238.7,5.479388141440339,0.3041,13.573316696292515,6,1,0,2,16,0,0,0.8660254037844387,-0.4999999999999998,0.0,238.7,0.0,0.0,74.37347054567937,954.8,477.4,2034.70267,1193.5,5,655.81527206,3274.5223195661247,1,0,30,15,5,3,3,3
Weekend Market Congestion Risk,Solid Waste,Ward_36,Delhi,Delhi,2016-07-28,2016,7,Thursday,Low,Residential,No_Event,Summer,61.0,522536.0,28.6139,77.209,47.7,3.885679030088544,0.0913,13.166451073711082,3,0,0,3,30,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,51.160602837805946,333.90000000000003,143.10000000000002,1364.8830300000002,47.7,1,2209.2506051,10729.691991786449,4,3,29,3,0,3,1,2
Summer Water Service Risk,Crowd Management,Ward_29,Prayagraj,Uttar Pradesh,2019-06-16,2019,6,Sunday,Low,Temple,No_Event,Winter,81.0,396695.0,25.4358,81.8463,84.0,4.442651256490317,0.2117,12.8909255232653,6,1,2,2,24,0,0,1.2246467991473532e-16,-1.0,168.0,84.0,0.0,0.0,57.26988647325767,504.0,168.0,2136.6072,336.0,4,2081.82611754,4667.0,2,0,21,12,11,4,1,2
Public Event & Gathering Risk,Water Supply,Ward_33,Hyderabad,Telangana,2019-07-08,2019,7,Monday,Low,Residential,Festival,Winter,98.0,346433.0,17.385,78.4867,104.0,4.653960350157523,0.3002,12.755447603278723,0,0,2,3,28,0,0,-0.4999999999999997,-0.8660254037844388,208.0,0.0,0.0,0.0,59.363347394170994,728.0,312.0,1808.04,416.0,4,1364.4912795,3299.361904761905,1,5,26,4,10,3,0,2
Tourist Season Sanitation Risk,Water Supply,Ward_4,Chennai,Tamil Nadu,2018-03-23,2018,3,Friday,Critical,Commercial,Weekend,Summer,564.0,692141.0,13.0827,80.2707,577.7,6.360784208579793,0.8347,13.447546415860833,4,0,0,1,12,1,1,1.0,6.123233995736766e-17,0.0,0.0,577.7,577.7,85.53694088615137,1733.1,577.7,7557.875790000001,1733.1,3,1050.1574868900002,1196.0273025747365,3,5,33,2,9,0,4,0
Festival Crowd Waste Risk,Sanitation,Ward_6,Hyderabad,Telangana,2017-04-13,2017,4,Thursday,Medium,Temple,Weekend,Summer,276.0,542968.0,17.385,78.4867,295.0,5.69035945432406,0.5433,13.204807507046953,3,0,0,2,15,0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0,0.0,75.14010124025395,1180.0,590.0,5128.575000000001,590.0,2,1364.4912795,1834.3513513513512,0,2,46,4,10,4,4,3
Tourist Season Sanitation Risk,Sanitation,Ward_27,Kolkata,West Bengal,2016-01-05,2016,1,Tuesday,Medium,Temple,No_Event,Monsoon,249.0,127383.0,22.5726,88.3639,236.8,5.471429984256681,1.859,11.754961425536262,1,0,1,1,1,1,1,0.4999999999999999,0.8660254037844387,236.8,0.0,236.8,236.8,64.31644840745976,236.8,236.8,5345.191680000001,236.8,1,1994.60296914,535.6728343145501,3,2,19,8,12,4,1,3
Public Event & Gathering Risk,Public Safety,Ward_2,Panaji,Goa,2018-07-29,2018,7,Sunday,Critical,Tourist,Weekend,Summer,593.0,365056.0,15.4909,73.8278,583.3,6.370414549560391,1.5978,12.807808784755805,6,1,0,3,30,0,0,-0.4999999999999997,-0.8660254037844388,0.0,583.3,0.0,0.0,81.59105143039577,4083.1,1749.9,9035.84197,1749.9,3,1143.6590670199998,624.7749443778881,1,1,11,10,1,5,4,0
Festival Crowd Waste Risk,Traffic,Ward_25,Shimla,Himachal Pradesh,2021-06-25,2021,6,Friday,Low,Temple,Weekend,Winter,133.0,225617.0,31.1048,77.1734,117.9,4.778282803696737,0.5226,12.326598582657253,4,0,2,2,25,0,0,1.2246467991473532e-16,-1.0,235.8,0.0,0.0,0.0,58.89997403558371,707.4000000000001,235.8,3667.25592,707.4000000000001,6,2400.46317232,1897.5357443229605,0,4,17,14,3,4,4,2
Tourist Season Sanitation Risk,Public Safety,Ward_14,Jaipur,Rajasthan,2016-05-04,2016,5,Wednesday,Medium,Commercial,No_Event,Monsoon,221.0,670792.0,26.9124,75.7873,218.2,5.389984555073861,0.3253,13.41621587357561,2,0,1,2,18,0,0,0.4999999999999999,-0.8660254037844387,218.2,0.0,0.0,0.0,72.3131963461093,1091.0,436.4,5872.28568,218.2,1,2039.61813252,3060.182481751825,3,1,5,6,8,0,1,3
Festival Crowd Waste Risk,Solid Waste,Ward_16,Hyderabad,Telangana,2020-11-04,2020,11,Wednesday,Low,Commercial,Tourist,Summer,43.0,226283.0,17.385,78.4867,48.6,3.903990833730882,0.2148,12.329546126514924,2,0,0,4,45,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,48.6,48.6,48.13443506197636,534.6,194.4,844.9110000000001,243.0,5,1364.4912795,4562.157258064516,0,3,7,4,10,0,3,2
Summer Water Service Risk,Traffic,Ward_13,Ahmedabad,Gujarat,2017-06-06,2017,6,Tuesday,Low,Event Ground,Festival,Winter,104.0,764412.0,23.0225,72.5714,115.8,4.760463070394127,0.1515,13.546863498006362,1,0,2,2,23,0,0,1.2246467991473532e-16,-1.0,231.6,0.0,0.0,0.0,64.48934340192949,694.8,231.6,2666.0055,231.6,2,1670.7750565,6544.623287671233,2,4,4,0,2,1,0,2
Festival Crowd Waste Risk,Traffic,Ward_17,Bengaluru,Karnataka,2023-11-08,2023,11,Wednesday,Critical,Tourist,Weekend,Winter,483.0,127576.0,12.9716,77.5946,482.1,6.180223671560361,3.7789,11.756475382862003,2,0,2,4,45,1,1,-0.5000000000000004,0.8660254037844384,964.2,0.0,482.1,482.1,72.65764745528041,5303.1,1928.4,6253.60836,3856.8,8,1006.52611336,264.0778306768785,0,4,8,1,4,5,4,0
Tourist Season Sanitation Risk,Crowd Management,Ward_39,Prayagraj,Uttar Pradesh,2024-01-26,2024,1,Friday,Critical,Event Ground,Tourist,Monsoon,466.0,465611.0,25.4358,81.8463,462.2,6.138158926258786,0.9927,13.051107948263118,4,0,1,1,4,1,1,0.4999999999999999,0.8660254037844387,462.2,0.0,462.2,462.2,80.10977475019824,462.2,462.2,11756.42676,4159.8,9,2081.82611754,1005.2050949913644,3,0,32,12,11,1,3,0
Tourist Season Sanitation Risk,Sanitation,Ward_36,Delhi,Delhi,2017-08-05,2017,8,Saturday,Medium,Market,Festival,Summer,153.0,244859.0,28.6139,77.209,154.8,5.048573133436648,0.6322,12.408441897627906,5,1,0,3,31,1,0,-0.8660254037844384,-0.5000000000000004,0.0,154.8,154.8,0.0,62.6449263921739,1238.4,464.4,4429.4317200000005,309.6,2,2209.2506051,1571.6238767650834,3,2,29,3,0,2,0,3
Summer Water Service Risk,Solid Waste,Ward_34,Bengaluru,Karnataka,2022-03-04,2022,3,Friday,Low,Residential,Festival,Summer,142.0,465928.0,12.9716,77.5946,132.0,4.890349128221754,0.2833,13.05178854098472,4,0,0,1,9,1,1,1.0,6.123233995736766e-17,0.0,0.0,132.0,132.0,63.82780271313929,396.0,132.0,1712.2512000000002,924.0,7,1006.52611336,3503.218045112782,2,3,27,1,4,3,0,2
Weekend Market Congestion Risk,Crowd Management,Ward_22,Bengaluru,Karnataka,2018-09-23,2018,9,Sunday,Critical,Market,Public Event,Winter,447.0,634515.0,12.9716,77.5946,472.1,6.159306782637103,0.744,13.360617782524711,6,1,2,3,38,1,0,-1.0,-1.8369701987210294e-16,944.2,472.1,472.1,0.0,82.29214372812633,4248.900000000001,1416.3000000000002,6123.892360000001,1416.3000000000002,3,1006.52611336,1341.1857958148382,4,0,14,1,4,2,2,0
Summer Water Service Risk,Public Safety,Ward_20,Pathanamthitta,Kerala,2016-01-26,2016,1,Tuesday,Critical,Commercial,No_Event,Summer,529.0,567705.0,9.2648,76.787,509.7,6.235782333653599,0.8978,13.249358958065448,1,0,0,1,4,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,509.7,509.7,82.62011852293956,509.7,509.7,4722.26856,509.7,1,711.4161976,1111.6213040924222,2,1,12,11,5,0,1,0
Public Event & Gathering Risk,Sanitation,Ward_47,Chennai,Tamil Nadu,2017-10-23,2017,10,Monday,Low,Commercial,Public Event,Summer,95.0,179870.0,13.0827,80.2707,97.2,4.58700621536042,0.5404,12.099995206277365,0,0,0,4,43,1,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,97.2,0.0,55.50275321702555,972.0,388.8,1271.6384400000002,194.4,2,1050.1574868900002,1831.6700610997964,1,2,41,2,9,0,2,2
Summer Water Service Risk,Solid Waste,Ward_34,Pune,Maharashtra,2024-11-26,2024,11,Tuesday,Medium,Tourist,Festival,Summer,267.0,337330.0,18.5204,73.8567,291.3,5.6777806721172,0.8635,12.728819923141469,1,0,0,4,48,1,1,-0.5000000000000004,0.8660254037844384,0.0,0.0,291.3,291.3,72.27144773847299,3204.3,1165.2,5394.99252,2621.7000000000003,9,1367.85562668,1154.054054054054,2,3,27,13,7,5,0,3
Tourist Season Sanitation Risk,Crowd Management,Ward_22,Pune,Maharashtra,2019-02-04,2019,2,Monday,Critical,Commercial,Tourist,Summer,475.0,450777.0,18.5204,73.8567,475.1,6.1656279162004735,1.054,13.018730257827348,0,0,0,1,6,0,1,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,475.1,80.26864671114409,950.2,475.1,8799.04204,1900.4,4,1367.85562668,946.8115942028984,3,0,14,13,7,0,3,0
Summer Water Service Risk,Crowd Management,Ward_37,Bengaluru,Karnataka,2023-12-01,2023,12,Friday,Low,Market,Tourist,Summer,123.0,393072.0,12.9716,77.5946,120.7,4.801558999993482,0.3071,12.881750624238018,4,0,0,4,48,1,1,-2.4492935982947064e-16,1.0,0.0,0.0,120.7,120.7,61.85248564548171,1448.4,482.8,1565.6721200000002,965.6,8,1006.52611336,3229.843878389482,2,0,30,1,4,2,3,2
Tourist Season Sanitation Risk,Public Safety,Ward_12,Indore,Madhya Pradesh,2018-01-15,2018,1,Monday,Critical,Temple,No_Event,Winter,497.0,365020.0,22.7196,75.8577,492.7,6.201928045264817,1.3498,12.807710165156172,0,0,2,1,3,1,1,0.4999999999999999,0.8660254037844387,985.4,0.0,492.7,492.7,79.43249686890536,492.7,492.7,11193.94692,1478.1,3,1723.4566009199998,739.3558841401662,3,1,3,5,6,4,1,0
Festival Crowd Waste Risk,Crowd Management,Ward_49,Panaji,Goa,2018-10-01,2018,10,Monday,Critical,Market,Public Event,Summer,565.0,252230.0,15.4909,73.8278,562.8,6.334699578680012,2.2313,12.438100613277914,0,0,0,4,40,1,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,562.8,0.0,78.7916307145112,5628.0,2251.2,8718.27852,1688.4,3,1143.6590670199998,447.3749556580348,0,0,43,10,1,2,2,0
Festival Crowd Waste Risk,Solid Waste,Ward_17,Jaipur,Rajasthan,2022-09-06,2022,9,Tuesday,Medium,Tourist,Weekend,Winter,250.0,242290.0,26.9124,75.7873,266.5,5.589119566336061,1.0999,12.397894762078442,1,0,2,3,36,1,0,-1.0,-1.8369701987210294e-16,533.0,0.0,266.5,0.0,69.29331619610798,2398.5,799.5,7172.154600000001,1865.5,7,2039.61813252,905.7570093457944,0,3,8,6,8,5,4,3
Weekend Market Congestion Risk,Public Safety,Ward_23,Jaipur,Rajasthan,2018-08-24,2018,8,Friday,High,Commercial,Festival,Monsoon,327.0,134316.0,26.9124,75.7873,300.5,5.70877001616724,2.2373,11.80795795677895,4,0,1,3,34,1,0,-0.8660254037844384,-0.5000000000000004,300.5,0.0,300.5,0.0,67.40891633582305,2404.0,901.5,8087.176200000001,901.5,3,2039.61813252,445.4925373134328,4,1,15,6,8,0,0,1
Weekend Market Congestion Risk,Public Safety,Ward_50,Hyderabad,Telangana,2019-03-08,2019,3,Friday,Low,Residential,Public Event,Winter,146.0,684282.0,17.385,78.4867,164.4,5.108366782589591,0.2403,13.43612685372684,4,0,2,1,10,1,1,1.0,6.123233995736766e-17,328.8,0.0,164.4,164.4,68.63666410623817,493.2000000000001,164.4,2858.0940000000005,657.6,4,1364.4912795,4137.134220072551,4,1,45,4,10,3,2,2
Festival Crowd Waste Risk,Water Supply,Ward_38,Ahmedabad,Gujarat,2020-01-26,2020,1,Sunday,Medium,Tourist,Public Event,Winter,179.0,494699.0,23.0225,72.5714,161.9,5.093136515607999,0.3273,13.1117067972158,6,1,2,1,4,1,1,0.4999999999999999,0.8660254037844387,323.8,161.9,161.9,161.9,66.7797126708454,161.9,161.9,3727.34275,809.5,5,1670.7750565,3036.8262737876,0,5,31,0,2,5,2,3
Public Event & Gathering Risk,Sanitation,Ward_13,Prayagraj,Uttar Pradesh,2021-06-21,2021,6,Monday,Critical,Event Ground,Festival,Winter,436.0,563996.0,25.4358,81.8463,432.8,6.072583598392774,0.7674,13.242804211317113,0,0,2,2,25,0,0,1.2246467991473532e-16,-1.0,865.6,0.0,0.0,0.0,80.41803565037105,2596.8,865.6,11008.61424,2596.8,6,2081.82611754,1300.1290917473489,1,2,4,12,11,1,0,0
